module,topic,relative_path,format,report_date,run_ids,summary,row_count,headers,top_level_keys
docs_m5,m5_docs,docs/modules/m5/07_next_chat_brief.md,md,,,--- | # 7. `docs/modules/m5/07_next_chat_brief.md` | ```markdown | # M5｜Next Chat Brief,,,
docs_m5,m5_docs,docs/modules/m5/08_open_items.md,md,,,--- | # 8. `docs/modules/m5/08_open_items.md` | ```markdown | # M5｜Open Items,,,
docs_m6,m6_docs,docs/modules/m6/01_scope.md,md,,,M6 Scope｜Paper Trading 最小闭环 | ## 1. 模块目标 | M6 的目标是完成 Paper Trading 域的最小闭环。 | M6 不是真实交易模块，也不是 M5 backtest 的延伸。M6 是独立交易域，负责把研究信号转化为模拟交易状态。,,,
docs_m6,m6_docs,docs/modules/m6/02_decisions.md,md,,,# M6 Decisions | ## D-M6-001｜M6 使用 trading_paper_* 表名前缀 | M6 Paper Trading 域统一使用 `trading_paper_*` 作为物理表名前缀。 | 逻辑对象仍称为 paper_account / paper_portfolio / paper_target_position / paper_order / paper_fill / paper_position / paper_portfolio_snapshot / paper_trade_ledger。,,,
docs_m6,m6_docs,docs/modules/m6/03_schema.md,md,,,--- | # 4. `docs/modules/m6/03_schema.md` | ```md | # M6 Schema｜Paper Trading 数据模型,,,
docs_m6,m6_docs,docs/modules/m6/04_flow.md,md,,,--- | # 5. `docs/modules/m6/04_flow.md` | ```md | # M6 Flow｜Paper Trading 最小闭环流程,,,
docs_m6,m6_docs,docs/modules/m6/05_api_or_contract.md,md,,,--- | # 6. `docs/modules/m6/05_api_or_contract.md` | ```md | # M6 API / Contract｜Paper Trading 内部契约,,,
docs_m6,m6_docs,docs/modules/m6/06_acceptance.md,md,,,--- | # 7. `docs/modules/m6/06_acceptance.md` | ```md | # M6 Acceptance｜验收记录,,,
docs_m6,m6_docs,docs/modules/m6/07_next_chat_brief.md,md,,,# 8. `docs/modules/m6/07_next_chat_brief.md` | ```md | # M6 Next Chat Brief | 项目名称：stock_quant_v2,,,
docs_m6,m6_docs,docs/modules/m6/08_open_items.md,md,,,--- | # 9. `docs/modules/m6/08_open_items.md` | ```md | # M6 Open Items,,,
docs_m6,m6_docs,docs/modules/m6/09_handoff_to_m7.md,md,,,# 10. `docs/modules/m6/09_handoff_to_m7.md` | ```md | # stock_quant_v2｜M6 → M7 交接文档 | 版本：v1.0,,,
docs_m7,m7_docs,docs/modules/m7/01_scope.md,md,,,﻿# M7 Scope | 阶段名称：M7 Paper Trading Multi-Day & Rebalance | ## 本阶段目标 | M7 的目标是将 M6 的单日 Paper Trading 最小闭环扩展为多日推进与调仓闭环。,,,
docs_m7,m7_docs,docs/modules/m7/02_decisions.md,md,,,﻿# M7 Decisions | ## D-M7-001 不修改 strategy_signal | M7 继续沿用 M6 决策：交易域只消费 strategy_signal，不写回、不污染策略域。 | ## D-M7-002 target_position 与实际 position quantity 不同口径,,,
docs_m7,m7_docs,docs/modules/m7/03_schema.md,md,,,﻿# M7 Schema | ## 复用 M6 表 | M7 继续复用： | - trading_paper_target_position,,,
docs_m7,m7_docs,docs/modules/m7/04_flow.md,md,,,﻿# M7 Flow | ## M7.1 Carry Forward | trading_paper_position run 114 | trading_paper_position run 116,,,
docs_m7,m7_docs,docs/modules/m7/05_api_or_contract.md,md,,,﻿# M7 API or Contract | ## 环境变量 | ### M7.1 Carry Forward | - M7_SOURCE_POSITION_RUN_ID,,,
docs_m7,m7_docs,docs/modules/m7/06_acceptance.md,md,,,# M7 Acceptance｜Paper Trading Multi-Day & Rebalance | 项目名称：stock_quant_v2 | 模块：M7 Paper Trading Multi-Day & Rebalance | 状态：PASS,,,
docs_m7,m7_docs,docs/modules/m7/07_next_chat_brief.md,md,,,# M7 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M7 Paper Trading Multi-Day & Rebalance 已完成增强闭环。 | ## 当前状态,,,
docs_m7,m7_docs,docs/modules/m7/08_open_items.md,md,,,# M7 Open Items | M7 Paper Trading Multi-Day & Rebalance 增强闭环已通过，以下事项不阻塞 M7 验收。 | ## 1. Data Readiness / target universe 行情完整性 | 本次 M7.7 真实 target_quantity sizing 后，目标池 30 个标的在 effective_date=2026-04-22 均缺少当日 core_daily_bar 行情。,,,
docs_m7,m7_docs,docs/modules/m7/09_handoff_to_m8.md,md,,,# M7 Handoff to M8 | 项目名称：stock_quant_v2 | 当前阶段：M7 已完成，准备进入 M8 接口 / 调度 / 运维。 | ## 1. M7 最终结论,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/01_scope.md,md,,,# M7-Risk Scope | M7-Risk 目标是在不破坏策略清晰度的前提下，建立平台统一风控与约束层。 | ## 边界 | 策略层不内嵌平台级风控。,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/02_profile_variants.md,md,,,"# M7-Risk.2 Profile Variants | M7-Risk.2 validates that risk profiles are not just logs, but can materially change target positions. | ## Profiles | | profile_code | purpose |",,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/03_acceptance.md,md,,,# M7-Risk Acceptance | 项目名称：stock_quant_v2 | 模块：M7-Risk 统一风控域 | 状态：PASS,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/04_next_chat_brief.md,md,,,# M7-Risk Next Chat Brief | 项目名称：stock_quant_v2 | 当前模块：M7-Risk 统一风控域 | 当前状态：M7-Risk 最小闭环已完成并验收 PASS。,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/05_open_items.md,md,,,# M7-Risk Open Items | M7-Risk 最小闭环已通过，本文件记录不阻塞当前验收的后续增强项。 | ## 1. 行业暴露约束 | 目标：,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/06_handoff_to_m8.md,md,,,# M7-Risk Handoff to M8 | 项目名称：stock_quant_v2 | 当前状态：M7-Risk 最小闭环完成，可进入 M8。 | ## 1. M7-Risk 交付状态,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/07_risk3_scope.md,md,,,# M7-Risk.3 Scope | M7-Risk.3 covers three additional risk categories: | ```text | R007_INDUSTRY_MAX_WEIGHT,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/08_risk3_acceptance.md,md,,,# M7-Risk.3 Acceptance｜Exposure / Market Switch / Liquidity | 项目名称：stock_quant_v2 | 模块：M7-Risk.3 | 状态：PASS,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/09_final_acceptance.md,md,,,# M7-Risk Final Acceptance | 项目名称：stock_quant_v2 | 模块：M7 统一风控域 | 状态：PASS,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/10_next_chat_brief.md,md,,,# M7-Risk Final Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M7 风控域已完成。 | ## 1. 当前结论,,,
docs_m7,m7_docs,docs/modules/m7/m7_risk/11_open_items_after_risk3.md,md,,,# M7-Risk Open Items After Risk3 | M7 风控域已通过，本文件记录后续增强项。 | ## 1. 行业数据接入 | 当前状态：,,,
docs_m8,m8_docs,docs/modules/m8/01_m8_acceptance_master.md,md,,,## Acceptance Block｜M9.1.1 Platform Overview Narrator Current Stage Consolidated Acceptance | Acceptance ID: M9.1.1-CONSOLIDATED-P0-P0.3 | Module: M9 | Substage: Platform Overview Narrator Consolidated Acceptance,,,
docs_m8,m8_docs,docs/modules/m8/06_acceptance.md,md,,,# M8.1 Acceptance｜Run Monitor + CLI 运维入口 | 项目名称：stock_quant_v2 | 模块：M8.1 Run Monitor + CLI 运维入口 | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/07_next_chat_brief.md,md,,,内容： | # M8.1 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.1 Run Monitor + CLI 运维入口已完成第一轮。,,,
docs_m8,m8_docs,docs/modules/m8/08_m8_2_acceptance.md,md,,,# M8.2 Acceptance｜Ops Report Export Center / Runbook | 项目名称：stock_quant_v2 | 模块：M8.2 Ops Report Export Center / Runbook | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/09_next_chat_brief_after_m8_2.md,md,,,# M8.2 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.2 Ops Report Export Center / Runbook 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/10_m8_3_acceptance.md,md,,,# M8.3 Acceptance｜Daily Ops Orchestration / Scheduler Preparation | 项目名称：stock_quant_v2 | 模块：M8.3 Daily Ops Orchestration / Scheduler Preparation | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/11_next_chat_brief_after_m8_3.md,md,,,M8.3 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.3 Daily Ops Orchestration / Scheduler Preparation 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/12_m8_4_acceptance.md,md,,,# M8.4 Acceptance｜Ops Hygiene / Stale Run Cleanup | 项目名称：stock_quant_v2 | 模块：M8.4 Ops Hygiene / Stale Run Cleanup | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/13_next_chat_brief_after_m8_4.md,md,,,# M8.4 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.4 Ops Hygiene / Stale Run Cleanup 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/14_m8_5_acceptance.md,md,,,M8.5 Acceptance｜Scheduler Adapter / Manual-to-Scheduled Ops | 项目名称：stock_quant_v2 | 模块：M8.5 Scheduler Adapter / Manual-to-Scheduled Ops | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/15_next_chat_brief_after_m8_5.md,md,,,M8.5 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.5 Scheduler Adapter / Manual-to-Scheduled Ops 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/16_m8_6_acceptance.md,md,,,# M8.6 Acceptance｜Ops Dashboard / Human Review Pack | 项目名称：stock_quant_v2 | 模块：M8.6 Ops Dashboard / Human Review Pack | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/17_next_chat_brief_after_m8_6.md,md,,,M8.6 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.6 Ops Dashboard / Human Review Pack 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/18_m8_final_acceptance.md,md,,,# M8 Final Acceptance | 项目名称：stock_quant_v2 | 模块：M8 运维域 | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/19_m8_handoff.md,md,,,M8 Handoff | 项目名称：stock_quant_v2 | 模块：M8 运维域 | 状态：已完成,,,
docs_m8,m8_docs,docs/modules/m8/20_next_chat_brief_for_m9.md,md,,,M9 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：准备进入 M9 AI-Assisted Research & Ops Intelligence。 | ## 1. 已完成模块,,,
docs_m8,m8_docs,docs/modules/m8/21_m8_8_api_openapi.md,md,,,M8.8 FastAPI API / OpenAPI 草案 | 项目名称：stock_quant_v2 | 模块：M8.8 FastAPI API / OpenAPI 草案 | 状态：待验收,,,
docs_m8,m8_docs,docs/modules/m8/22_m8_8_acceptance.md,md,,,M8.8 Acceptance｜FastAPI API / OpenAPI 草案 | 项目名称：stock_quant_v2 | 模块：M8.8 FastAPI API / OpenAPI 草案 | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/24_m8_9_excel_export.md,md,,,# M8.9 Excel Export Center | 项目名称：stock_quant_v2 | 模块：M8.9 Excel 导出中心 | 状态：待验收,,,
docs_m8,m8_docs,docs/modules/m8/25_m8_9_acceptance.md,md,,,# M8.9 Acceptance｜Excel Export Center | 项目名称：stock_quant_v2 | 模块：M8.9 Excel 导出中心 | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/26_next_step_after_m8_9.md,md,,,# M8.9 Next Step Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.9 Excel Export Center 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/27_m8_10_alert_log_audit.md,md,,,M8.10 Ops Alert / Log / Audit 轻量治理 | 项目名称：stock_quant_v2 | 模块：M8.10 Ops Alert / Log / Audit | 状态：待验收,,,
docs_m8,m8_docs,docs/modules/m8/28_m8_10_acceptance.md,md,,,# M8.10 Acceptance｜Ops Alert / Log / Audit 轻量治理 | 项目名称：stock_quant_v2 | 模块：M8.10 Ops Alert / Log / Audit | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/29_next_step_after_m8_10.md,md,,,M8.10 Next Step Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.10 Ops Alert / Log / Audit 轻量治理已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/30_m8_11_env_startup_check.md,md,,,# M8.11 Environment Config / Startup Check | 项目名称：stock_quant_v2 | 模块：M8.11 Environment Config / Startup Check | 状态：待验收,,,
docs_m8,m8_docs,docs/modules/m8/31_m8_11_acceptance.md,md,,,# M8.11 Acceptance｜Environment Config / Startup Check | 项目名称：stock_quant_v2 | 模块：M8.11 Environment Config / Startup Check | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/32_next_step_after_m8_11.md,md,,,M8.11 Next Step Brief | 项目名称：stock_quant_v2 | 当前阶段：M8.11 Environment Config / Startup Check 已完成。 | ## 1. 当前结论,,,
docs_m8,m8_docs,docs/modules/m8/33_m8_12_scheduler_registration_final.md,md,,,# M8.12 Scheduler Registration Manual / Final Enhanced Acceptance | 项目名称：stock_quant_v2 | 模块：M8.12 Scheduler Registration Manual / Final Enhanced Acceptance | 状态：待验收,,,
docs_m8,m8_docs,docs/modules/m8/34_m8_12_acceptance.md,md,,,# M8.12 Acceptance｜Scheduler Registration Manual / Final Enhanced Acceptance | 项目名称：stock_quant_v2 | 模块：M8.12 Scheduler Registration Manual / Final Enhanced Acceptance | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/35_m8_enhanced_final_acceptance.md,md,,,# M8 Enhanced Final Acceptance | 项目名称：stock_quant_v2 | 模块：M8 接口、调度与运维域增强版 | 状态：PASS,,,
docs_m8,m8_docs,docs/modules/m8/36_m8_enhanced_handoff.md,md,,,# M8 Enhanced Handoff | 项目名称：stock_quant_v2 | 模块：M8 接口、调度与运维域增强版 | 状态：已完成,,,
docs_m8,m8_docs,docs/modules/m8/37_next_chat_brief_for_m9.md,md,,,# M9 Next Chat Brief | 项目名称：stock_quant_v2 | 当前阶段：准备进入 M9 AI-Assisted Research & Ops Intelligence。 | ## 1. 已完成,,,
